Name,Group Number,Day,Dates,Start Time,End Time,Location,Type,Teacher
ACT1000-Automne2024-A,0,Mardi,Du 3 sept. 2024 au 13 déc. 2024,13h30,15h20,Paul-Comtois 2105,En classe,Isabelle Larouche
ACT1000-Automne2023-B,0,Mardi,Du 5 sept. 2023 au 15 déc. 2023,13h30,15h20,Paul-Comtois 2105,En classe,N/A
ACT1000-Automne2022-C,0,Mardi,Du 6 sept. 2022 au 16 déc. 2022,13h30,15h20,Paul-Comtois 2105,En classe,N/A
ACT1001-Automne2024-A,0,Lundi,Du 3 sept. 2024 au 13 déc. 2024,14h30,16h20,Adrien-Pouliot 2501,Atelier,N/A
ACT1001-Hiver2024-B,0,Lundi,Du 15 jan. 2024 au 26 avr. 2024,12h30,15h20,Paul-Comtois 3111,En classe,N/A
ACT1001-Automne2023-C,0,Lundi,Du 5 sept. 2023 au 15 déc. 2023,13h30,15h20,Alexandre-Vachon 2860,Atelier,N/A
ACT1002-Automne2024-A,0,Mardi,Du 3 sept. 2024 au 13 déc. 2024,8h30,11h20,Adrien-Pouliot 2341,En classe,Huu Thai Nguyen
ACT1002-Automne2023-B,0,Mardi,Du 5 sept. 2023 au 15 déc. 2023,8h30,11h20,Adrien-Pouliot 2341,En classe,N/A
ACT1002-Automne2022-C,0,Mardi,Du 6 sept. 2022 au 16 déc. 2022,8h30,11h20,Adrien-Pouliot 2700,En classe,N/A
ACT1003-Automne2024-A,0,Lundi,Du 3 sept. 2024 au 13 déc. 2024,12h30,14h20,Adrien-Pouliot 2501,Atelier,N/A
ACT1003-Automne2023-B,0,Lundi,Du 5 sept. 2023 au 15 déc. 2023,10h30,12h20,Adrien-Pouliot 2501,Atelier,N/A
ACT1003-Automne2022-C,0,Lundi,Du 6 sept. 2022 au 16 déc. 2022,12h30,14h20,Paul-Comtois 2105,Atelier,N/A
ACT1005-Hiver2024-A,0,Vendredi,Du 15 jan. 2024 au 26 avr. 2024,13h30,16h20,Paul-Comtois 2105,En classe,N/A
ACT1005-Hiver2023-B,0,Vendredi,Du 10 jan. 2023 au 27 jan. 2023,13h30,16h20,Paul-Comtois 2105,En classe,N/A
ACT1006-Hiver2024-A,0,Lundi,Du 15 jan. 2024 au 26 avr. 2024,16h30,19h20,Paul-Comtois 2105,En classe,N/A
ACT1006-Hiver2023-B,0,Mercredi,Du 10 jan. 2023 au 21 avr. 2023,8h30,11h20,Adrien-Pouliot 2700,En classe,N/A
ACT2000-Hiver2024-A,0,Mardi,Du 15 jan. 2024 au 26 avr. 2024,13h30,15h20,Alexandre-Vachon 2850,Atelier,N/A
ACT2000-Hiver2023-B,0,Mardi,Du 10 jan. 2023 au 21 avr. 2023,13h30,15h20,Alexandre-Vachon 3880,Atelier,N/A
ACT2001-Hiver2024-A,0,Mercredi,Du 15 jan. 2024 au 26 avr. 2024,13h30,14h20,Adrien-Pouliot 2700,Atelier,N/A
ACT2001-Hiver2023-B,0,Mercredi,Du 10 jan. 2023 au 21 avr. 2023,13h30,15h20,Alexandre-Vachon 2850,En classe,N/A
ACT2002-Hiver2024-A,0,Vendredi,N/A,9h30,12h20,Adrien-Pouliot 2708,En classe,N/A
ACT2002-Hiver2023-B,0,Vendredi,Du 10 jan. 2023 au 21 avr. 2023,9h30,12h20,Adrien-Pouliot 2708,Sur Internet,N/A
ACT2003-Automne2024-A,0,Mardi,Du 3 sept. 2024 au 13 déc. 2024,12h30,13h20,Paul-Comtois 2105,Atelier,N/A
ACT2003-Automne2023-B,0,Lundi,Du 5 sept. 2023 au 15 déc. 2023,13h30,14h20,Alexandre-Vachon 2830,Atelier,N/A
ACT2003-Automne2022-C,0,Mardi,Du 6 sept. 2022 au 16 déc. 2022,12h30,13h20,Paul-Comtois 3111,Atelier,N/A
ACT2004-Automne2024-A,0,Lundi,Du 3 sept. 2024 au 13 déc. 2024,16h30,17h20,Paul-Comtois 3111,Atelier,N/A
ACT2004-Automne2023-B,0,Lundi,Du 5 sept. 2023 au 15 déc. 2023,16h30,17h20,Paul-Comtois 3111,Atelier,N/A
ACT2004-Automne2022-C,0,Lundi,Du 6 sept. 2022 au 16 déc. 2022,17h30,18h20,Paul-Comtois 3111,Atelier,N/A
ACT2007-Hiver2024-A,0,Mardi,Du 15 jan. 2024 au 26 avr. 2024,9h30,12h20,Adrien-Pouliot 2700,En classe,N/A
ACT2007-Hiver2023-B,0,Mardi,Du 10 jan. 2023 au 21 avr. 2023,8h30,9h20,Adrien-Pouliot 2700,Atelier,N/A
ACT2008-Hiver2024-A,0,Jeudi,Du 15 jan. 2024 au 26 avr. 2024,13h30,16h20,Paul-Comtois 3111,Sur Internet,N/A
ACT2008-Hiver2023-B,0,Jeudi,Du 10 jan. 2023 au 21 avr. 2023,13h30,16h20,Paul-Comtois 2105,Sur Internet,N/A
ACT2009-Automne2024-A,0,Lundi,Du 3 sept. 2024 au 13 déc. 2024,17h30,18h20,Paul-Comtois 3111,Atelier,N/A
ACT2009-Automne2023-B,0,Lundi,Du 5 sept. 2023 au 15 déc. 2023,17h30,18h20,Paul-Comtois 3111,Atelier,N/A
ACT2009-Automne2022-C,0,Lundi,Du 6 sept. 2022 au 16 déc. 2022,16h30,17h20,Paul-Comtois 3111,Atelier,N/A
ACT2010-Automne2017-A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACT2010-Automne2016-B,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACT2011-Hiver2024-A,0,Lundi,Du 15 jan. 2024 au 26 avr. 2024,16h30,17h20,Paul-Comtois 3111,Atelier,N/A
ACT2011-Hiver2023-B,0,Lundi,Du 10 jan. 2023 au 21 avr. 2023,11h30,12h20,Paul-Comtois 2105,Atelier,N/A
ACT2101-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Projet,Vincent Goulet
ACT2101-Hiver2024-B,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Projet,N/A
ACT2101-Automne2023-C,0,N/A,Du 5 sept. 2023 au 15 déc. 2023,N/A,N/A,N/A,Projet,N/A
ACT3000-Automne2024-A,0,Mercredi,Du 3 sept. 2024 au 13 déc. 2024,9h,11h50,Alexandre-Vachon 3860,En classe,Etienne Marceau
ACT3000-Automne2023-B,0,Mercredi,Du 5 sept. 2023 au 15 déc. 2023,9h30,12h20,Alexandre-Vachon 2840,En classe,N/A
ACT3000-Automne2022-C,0,Mercredi,Du 6 sept. 2022 au 16 déc. 2022,9h,11h50,Adrien-Pouliot 3775,En classe,N/A
ACT3001-Hiver2024-A,0,Lundi,Du 15 jan. 2024 au 26 avr. 2024,13h30,16h20,Adrien-Pouliot 2751,En classe,N/A
ACT3001-Hiver2023-B,0,Lundi,Du 10 jan. 2023 au 21 avr. 2023,13h30,16h20,Paul-Comtois 3111,En classe,N/A
ACT4101-Automne2024-A,0,Mardi,Du 3 sept. 2024 au 13 déc. 2024,9h30,12h20,Paul-Comtois 2102,En classe,N/A
ACT4101-Automne2023-B,0,Mardi,Du 5 sept. 2023 au 15 déc. 2023,9h30,12h20,Paul-Comtois 3102,En classe,N/A
ACT4101-Automne2022-C,0,Mardi,Du 6 sept. 2022 au 16 déc. 2022,9h30,12h20,Paul-Comtois 3102,En classe,N/A
ACT4102-Automne2018-A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACT4102-Automne2017-B,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACT4103-Automne2024-A,0,Lundi,Du 3 sept. 2024 au 13 déc. 2024,13h30,16h20,Alexandre-Vachon 2830,En classe,Isabelle Larouche
ACT4103-Automne2023-B,0,Lundi,Du 18 sept. 2023 au 15 déc. 2023,13h30,16h20,Adrien-Pouliot 3775,En classe,N/A
ACT4103-Automne2022-C,0,Lundi,Du 6 sept. 2022 au 16 déc. 2022,13h30,16h20,Adrien-Pouliot 3775,En classe,N/A
ACT4105-Automne2024-A,0,Jeudi,Du 3 sept. 2024 au 13 déc. 2024,13h30,16h20,Paul-Comtois 3102,En classe,N/A
ACT4105-Automne2023-B,0,Mercredi,Du 5 sept. 2023 au 15 déc. 2023,13h30,16h20,Adrien-Pouliot 3775,En classe,N/A
ACT4105-Automne2022-C,0,Mercredi,Du 6 sept. 2022 au 16 déc. 2022,17h30,20h20,Paul-Comtois 2102,En classe,N/A
ACT4109-Automne2024-A,0,Jeudi,Du 3 sept. 2024 au 13 déc. 2024,17h30,20h20,Paul-Comtois 2102,En classe,N/A
ACT4109-Automne2023-B,0,Jeudi,Du 5 sept. 2023 au 15 déc. 2023,17h30,20h20,Alexandre-Vachon 3840,En classe,N/A
ACT4109-Automne2022-C,0,Vendredi,Du 6 sept. 2022 au 16 déc. 2022,9h,11h50,N/A,Classe virtuelle synchrone,N/A
ACT4110-Hiver2022-A,0,Mardi,Du 10 jan. 2022 au 22 avr. 2022,9h30,12h20,Paul-Comtois 3104,En classe,N/A
ACT4110-Hiver2021-B,0,Mardi,Du 18 jan. 2021 au 23 avr. 2021,9h30,12h20,N/A,Classe virtuelle synchrone,N/A
ACT4111-Hiver2024-A,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Sur Internet,N/A
ACT4111-Hiver2023-B,0,N/A,Du 10 jan. 2023 au 21 avr. 2023,N/A,N/A,N/A,Sur Internet,N/A
ACT4113-Hiver2023-A,0,Mercredi,Du 10 jan. 2023 au 21 avr. 2023,14h30,17h20,N/A,Classe virtuelle synchrone,N/A
ACT4113-Hiver2022-B,0,Mercredi,Du 10 jan. 2022 au 22 avr. 2022,14h30,17h20,Adrien-Pouliot 4108,En classe,N/A
ACT4114-Hiver2024-A,0,Mercredi,Du 15 jan. 2024 au 26 avr. 2024,10h30,11h20,Adrien-Pouliot 2708,Atelier,N/A
ACT4114-Hiver2023-B,0,Lundi,Du 10 jan. 2023 au 21 avr. 2023,18h30,20h20,Adrien-Pouliot 2708,Classe virtuelle synchrone,N/A
ACT4115-Automne2024-A,0,Mardi,Du 3 sept. 2024 au 13 déc. 2024,13h30,14h20,Adrien-Pouliot 2341,Atelier,Hélène Cossette
ACT6001-Automne2024-A,0,Mardi,Du 3 sept. 2024 au 13 déc. 2024,9h30,12h20,Paul-Comtois 2102,En classe,N/A
ACT6001-Automne2023-B,0,Mardi,Du 5 sept. 2023 au 15 déc. 2023,9h30,12h20,Paul-Comtois 3102,En classe,N/A
ACT6001-Automne2022-C,0,Mardi,Du 6 sept. 2022 au 16 déc. 2022,9h30,12h20,Paul-Comtois 3102,En classe,N/A
ACT6002-Automne2018-A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACT6002-Automne2017-B,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACT6004-Automne2024-A,0,Jeudi,Du 3 sept. 2024 au 13 déc. 2024,17h30,20h20,Paul-Comtois 2102,En classe,N/A
ACT6004-Automne2023-B,0,Jeudi,Du 5 sept. 2023 au 15 déc. 2023,17h30,20h20,Alexandre-Vachon 3840,En classe,N/A
ACT6004-Automne2022-C,0,Vendredi,Du 6 sept. 2022 au 16 déc. 2022,9h,11h50,N/A,Classe virtuelle synchrone,N/A
ACT6005-Automne2024-A,0,Lundi,Du 3 sept. 2024 au 13 déc. 2024,13h30,16h20,Alexandre-Vachon 2830,En classe,Isabelle Larouche
ACT6005-Automne2023-B,0,Lundi,Du 18 sept. 2023 au 15 déc. 2023,13h30,16h20,Adrien-Pouliot 3775,En classe,N/A
ACT6005-Automne2022-C,0,Lundi,Du 6 sept. 2022 au 16 déc. 2022,13h30,16h20,Adrien-Pouliot 3775,En classe,N/A
ACT6006-Automne2024-A,0,Jeudi,Du 3 sept. 2024 au 13 déc. 2024,13h30,16h20,Paul-Comtois 3102,En classe,N/A
ACT6006-Automne2023-B,0,Mercredi,Du 5 sept. 2023 au 15 déc. 2023,13h30,16h20,Adrien-Pouliot 3775,En classe,N/A
ACT6006-Automne2022-C,0,Mercredi,Du 6 sept. 2022 au 16 déc. 2022,17h30,20h20,Paul-Comtois 2102,En classe,N/A
ACT6007-Hiver2022-A,0,Mardi,Du 10 jan. 2022 au 22 avr. 2022,9h30,12h20,Adrien-Pouliot 2548,En classe,N/A
ACT6007-Hiver2021-B,0,Mardi,Du 18 jan. 2021 au 23 avr. 2021,9h30,12h20,N/A,Classe virtuelle synchrone,N/A
ACT6100-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Essai,Ilie Radu Mitric
ACT6100-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Essai,N/A
ACT6100-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Essai,N/A
ACT6111-Hiver2024-A,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Sur Internet,N/A
ACT6111-Hiver2023-B,0,N/A,Du 10 jan. 2023 au 21 avr. 2023,N/A,N/A,N/A,Sur Internet,N/A
ACT6113-Hiver2023-A,0,Mercredi,Du 10 jan. 2023 au 21 avr. 2023,14h30,17h20,N/A,Classe virtuelle synchrone,N/A
ACT6113-Hiver2022-B,0,Mercredi,Du 10 jan. 2022 au 22 avr. 2022,14h30,17h20,Adrien-Pouliot 4108,En classe,N/A
ACT6114-Hiver2024-A,0,Mercredi,Du 15 jan. 2024 au 26 avr. 2024,10h30,11h20,Adrien-Pouliot 2708,Atelier,N/A
ACT6114-Hiver2023-B,0,Lundi,Du 10 jan. 2023 au 21 avr. 2023,18h30,20h20,Adrien-Pouliot 2708,Classe virtuelle synchrone,N/A
ACT6115-Automne2024-A,0,Mardi,Du 3 sept. 2024 au 13 déc. 2024,13h30,14h20,Adrien-Pouliot 2341,Atelier,Hélène Cossette
ACT6811-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
ACT6811-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
ACT6811-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
ACT6812-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
ACT6812-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
ACT6812-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
ACT6813-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
ACT6813-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
ACT6813-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
ACT6814-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,En classe,N/A
ACT6814-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
ACT6814-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
ACT7006-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Sujets spéciaux,Ilie Radu Mitric
ACT7006-Automne2023-B,0,N/A,Du 5 sept. 2023 au 15 déc. 2023,N/A,N/A,N/A,Sujets spéciaux,N/A
ACT7006-Automne2022-C,0,N/A,Du 6 sept. 2022 au 16 déc. 2022,N/A,N/A,N/A,Sujets spéciaux,N/A
ACT7007-Automne2021-A,0,N/A,Du 30 août 2021 au 10 déc. 2021,N/A,N/A,N/A,Sujets spéciaux,N/A
ACT7007-Automne2019-B,0,N/A,Du 3 sept. 2019 au 13 déc. 2019,N/A,N/A,N/A,Sujets spéciaux,N/A
ACT7008-Hiver2022-A,0,Jeudi,Du 10 jan. 2022 au 22 avr. 2022,13h30,16h20,Paul-Comtois 2106,En classe,N/A
ACT7008-Hiver2021-B,0,N/A,Du 18 jan. 2021 au 23 avr. 2021,N/A,N/A,N/A,Sujets spéciaux,N/A
ACT7012-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Lectures dirigées,Ilie Radu Mitric
ACT7012-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Lectures dirigées,N/A
ACT7012-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Lectures dirigées,N/A
ACT7013-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Lectures dirigées,Ilie Radu Mitric
ACT7013-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Lectures dirigées,N/A
ACT7013-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Lectures dirigées,N/A
ACT7014-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Lectures dirigées,Ilie Radu Mitric
ACT7014-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Lectures dirigées,N/A
ACT7014-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Lectures dirigées,N/A
ACT7015-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Lectures dirigées,Ilie Radu Mitric
ACT7015-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Lectures dirigées,N/A
ACT7015-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Lectures dirigées,N/A
ACT7019-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Sur Internet,Ilie Radu Mitric
ACT7019-Automne2023-B,0,N/A,Du 5 sept. 2023 au 15 déc. 2023,N/A,N/A,N/A,Sur Internet,N/A
ACT7019-Automne2022-C,0,N/A,Du 6 sept. 2022 au 16 déc. 2022,N/A,N/A,N/A,Sur Internet,N/A
ACT7100-Automne2023-A,0,Jeudi,Du 5 sept. 2023 au 15 déc. 2023,9h30,12h20,Adrien-Pouliot 2548,En classe,N/A
ACT7100-Automne2020-B,0,Lundi,Du 31 août 2020 au 11 déc. 2020,13h30,16h20,N/A,Sur Internet,N/A
ACT7102-Hiver2024-A,0,Mardi,Du 15 jan. 2024 au 26 avr. 2024,9h30,12h20,Adrien-Pouliot 2544,En classe,N/A
ACT7102-Hiver2023-B,0,Lundi,Du 10 jan. 2023 au 21 avr. 2023,13h30,16h20,Adrien-Pouliot 2540,En classe,N/A
ACT7103-Hiver2024-A,0,Jeudi,Du 15 jan. 2024 au 26 avr. 2024,13h30,16h20,Adrien-Pouliot 2540,En classe,N/A
ACT7103-Hiver2023-B,0,Jeudi,Du 10 jan. 2023 au 21 avr. 2023,9h30,12h20,Adrien-Pouliot 2540,En classe,N/A
ACT7105-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Stage,N/A
ACT7105-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Stage,N/A
ACT7105-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Stage,N/A
ACT7110-Automne2024-A,0,Lundi,Du 3 sept. 2024 au 13 déc. 2024,13h30,14h50,Paul-Comtois 3101,En classe,Ilie Radu Mitric
